name,price_doll,price,url_img,inf
Volkswagen Golf,$5500,483065сом,https://im.mashina.kg/tachka/images//e/8/e/e8e0b05df1983c5390e2d01ae536d4b6_240x180.jpg,"2002г.,2л.,механикахэтчбек5дв.,бензинрульслева,200000км"
Kia Carnival,$27500,2415325сом,https://im.mashina.kg/tachka/images//1/d/3/1d35c6e18d93dbef385da65096f8fe9f_240x180.jpg,"2018г.,2.2л.,автоматминивэн,дизельрульслева,110000км"
Honda e:NS1,$27600,2424108сом,https://im.mashina.kg/tachka/images//a/5/6/a5683d21d3ab8b845fe9623b00daed34_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,24км"
Toyota Land Cruiser Prado,$11800,1036394сом,https://im.mashina.kg/tachka/images//a/f/8/af8a41d21168ce66c787aa6026864929_240x180.jpg,"1997г.,3.4л.,автоматвнедорожник5дв.,бензинрульслева,416000км"
LiXiang L8,$52000,4567160сом,https://im.mashina.kg/tachka/images//a/6/9/a69fc28b116e75f2f2f0d7c67bd8f314_240x180.jpg,"2023г.,1.5л.,автоматвнедорожник5дв.,гибридрульслева,43км"
Volkswagen Passat,$2900,254707сом,https://im.mashina.kg/tachka/images//6/2/b/62b363d86e4efddfeb725e4635914674_240x180.jpg,"1993г.,1.8л.,механикауниверсал,бензинрульслева,346000км"
Geely Monjaro,$38500,3381455сом,https://im.mashina.kg/tachka/images//b/e/e/beed40429beb957e52180443819d377a_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,8км"
Toyota Camry,$23000,2020090сом,https://im.mashina.kg/tachka/images//b/c/5/bc54f651160e337db62f2cd8cfc0ac4f_240x180.jpg,"2018г.,2.5л.,автоматседан,бензинрульслева,90000км"
Kia Morning,$8700,764121сом,https://im.mashina.kg/tachka/images//4/b/f/4bf6cb722930658cafe874c427667a45_240x180.jpg,"2016г.,1л.,автоматхэтчбек5дв.,бензинрульслева,90000км"
Volkswagen ID.6,$36000,3161880сом,https://im.mashina.kg/tachka/images//c/c/2/cc29a4e116fb4ff60c690ac6cdc40ab2_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,26км"
Toyota Camry,$35300,3100399сом,https://im.mashina.kg/tachka/images//9/2/b/92b1442f9401bb86d7544287ea8a27f1_240x180.jpg,"2021г.,2.5л.,автоматседан,бензинрульслева,50000км"
Toyota Corolla,$7300,641159сом,https://im.mashina.kg/tachka/images//0/0/e/00e21260336e86fc638eda35cd03f5c6_240x180.jpg,"2008г.,1.6л.,роботседан,бензинрульслева,238000км"
Volkswagen ID.6,$37500,3293625сом,https://im.mashina.kg/tachka/images//d/2/0/d20a0cf68fca6645f7131b995d0281de_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,32км"
Mercedes-Benz C-Класс,$5465,480000сом,https://im.mashina.kg/tachka/images//a/0/1/a017ea335974cb4a631f4278793aba2d_240x180.jpg,"2001г.,2.1л.,механикауниверсал,дизельрульслева,647549км"
Hyundai Avante,$11700,1027611сом,https://im.mashina.kg/tachka/images//2/0/6/206094cd89a1eb3558e61def1640b8a3_240x180.jpg,"2016г.,1.6л.,роботседан,дизельрульслева,91100км"
Toyota Highlander,$55500,4874565сом,https://im.mashina.kg/tachka/images//e/1/1/e116ad922daf1669fd7af99b28e667a2_240x180.jpg,"2020г.,2.5л.,автоматвнедорожник5дв.,гибридрульслева,30000км"
Zeekr 001,$47500,4171925сом,https://im.mashina.kg/tachka/images//7/2/5/72570e71fe7b8437d700cab7525fc8bc_240x180.jpg,"2023г.,автоматлифтбек,электрорульслева,30км"
BYD Song Plus,$35500,3117965сом,https://im.mashina.kg/tachka/images//0/3/a/03a1e87af58f95907eca7cc9cbd87b81_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,45км"
Honda M-NV,$23000,2020090сом,https://im.mashina.kg/tachka/images//b/b/2/bb2c0f65cf249cb28d05c4c783b3dd36_240x180.jpg,"2022г.,автоматвнедорожник5дв.,электрорульслева,50км"
Toyota Camry,$24500,2151835сом,https://im.mashina.kg/tachka/images//a/c/0/ac003b625020d7e4a37bb3d20703031d_240x180.jpg,"2019г.,2.5л.,автоматседан,бензинрульслева,42000км"
Audi Q5 e-tron,$51500,4523245сом,https://im.mashina.kg/tachka/images//8/c/f/8cf16769bb26f1a644b5be437eca96c2_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,50км"
Kia Morning,$10500,922215сом,https://im.mashina.kg/tachka/images//8/9/8/8987439f51701cb125646cb10313b97a_240x180.jpg,"2020г.,1л.,автоматхэтчбек5дв.,бензинрульслева,37000км"
Daewoo Matiz,$2733,240000сом,https://im.mashina.kg/tachka/images//3/a/a/3aa3a60cd3f0b73d721cb1f1b3b2f2a7_240x180.jpg,"2006г.,1л.,механикахэтчбек5дв.,бензинрульслева"
LiXiang L9,$66900,5875827сом,https://im.mashina.kg/tachka/images//0/3/6/0360b7a8a85b13048629c54bf3bcecdd_240x180.jpg,"2023г.,1.5л.,автоматвнедорожник5дв.,гибридрульслева,50км"
BYD Tang,$55000,4830650сом,https://im.mashina.kg/tachka/images//7/0/1/70115550eaea37036295b0e22079fcfd_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева"
Voyah Free,$42000,3688860сом,https://im.mashina.kg/tachka/images//c/7/9/c7929ccd39ba353ed86af153e59045c3_240x180.jpg,"2023г.,1.5л.,автоматвнедорожник5дв.,гибридрульслева,32км"
Honda CR-V,$29300,2573419сом,https://im.mashina.kg/tachka/images//d/1/3/d13145edefdfad7924f01bbaf1155c3f_240x180.jpg,"2018г.,1.5л.,вариаторвнедорожник5дв.,бензинрульслева,41000км"
Polestar 2,$44000,3864520сом,https://im.mashina.kg/tachka/images//b/2/7/b27e68ee9c927ca3391021144e49cf88_240x180.jpg,"2022г.,автоматлифтбек,электрорульслева,37км"
Volkswagen ID.4,$45000,3952350сом,https://im.mashina.kg/tachka/images//c/b/7/cb7ef3902a902192e060c724573a69b9_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,30км"
ВАЗ (Lada) 2101,$3643,320000сом,https://im.mashina.kg/tachka/images//1/2/3/123c06b66467e1dfb11a165e0c52319a_240x180.jpg,"1986г.,1.3л.,механикаседан,бензинрульслева,55055км"
Hyundai Palisade,$57500,5050225сом,https://im.mashina.kg/tachka/images//b/3/3/b33b5ffea4b060028be4c60357363570_240x180.jpg,"2023г.,3.8л.,автоматвнедорожник5дв.,бензинрульслева,75км"
Kia Mohave (Borrego),$25400,2230882сом,https://im.mashina.kg/tachka/images//6/a/0/6a01b56d3354f1fd1ae75b1a4fba8918_240x180.jpg,"2018г.,3л.,автоматвнедорожник5дв.,дизельрульслева,82600км"
Kia Mohave (Borrego),$53700,4716471сом,https://im.mashina.kg/tachka/images//4/1/3/413b567db2b1e215e9e7f24836217ab7_240x180.jpg,"2023г.,3л.,автоматвнедорожник5дв.,дизельрульслева,57км"
Daewoo Matiz,$2220,195000сом,https://im.mashina.kg/tachka/images//3/a/7/3a773750e9e24bf972ca9d63216046ac_240x180.jpg,"2011г.,0.8л.,механикахэтчбек5дв.,бензинрульслева,156000км"
Ford Mustang,$28000,2459240сом,https://im.mashina.kg/tachka/images//0/5/9/059988180bd63fd36ceadcdb98ac55c1_240x180.jpg,"2018г.,2.3л.,автоматкупе,бензинрульслева,83000км"
Hyundai Avante,$25980,2281823сом,https://im.mashina.kg/tachka/images//f/c/d/fcdb704e02fb5cbd516560c5c593a5a2_240x180.jpg,"2023г.,1.6л.,роботседан,бензинрульслева,27км"
Lexus RX,$50000,4391500сом,https://im.mashina.kg/tachka/images//0/c/c/0cc9978c571ad22d214571d2763ff464_240x180.jpg,"2018г.,3.5л.,автоматвнедорожник5дв.,бензинрульслева,90000км"
Chevrolet Spark,$8000,702640сом,https://im.mashina.kg/tachka/images//1/0/4/104aadde0ab019595a636729346b76e0_240x180.jpg,"2018г.,1л.,вариаторхэтчбек5дв.,бензинрульслева,160000км"
BMW X5,$116500,10232195сом,https://im.mashina.kg/tachka/images//2/4/e/24e4997a62af9020be2b76f1b92ce314_240x180.jpg,"2023г.,4.4л.,автоматвнедорожник5дв.,бензинрульслева,115км"
BYD Yangwang U8,$161000,14140630сом,https://im.mashina.kg/tachka/images//4/9/b/49bbd8b457b009a0a742893700e66aef_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,гибридрульслева"
Mercedes-Benz E-класс,$13500,1185705сом,https://im.mashina.kg/tachka/images//1/2/9/129dbaf684b0f8382623a4394b0d9019_240x180.jpg,"2002г.,3.2л.,автоматседан,бензинрульслева,287000км"
Kia Stinger,$31000,2722730сом,https://im.mashina.kg/tachka/images//6/0/d/60ded932a7a1e358bcc8dc58e1095ac4_240x180.jpg,"2018г.,3.3л.,автоматлифтбек,бензинрульслева,93000км"
Toyota Camry,$21000,1844430сом,https://im.mashina.kg/tachka/images//7/0/7/7072f41a4b65d371a474d85dfd2d5982_240x180.jpg,"2015г.,2л.,автоматседан,бензинрульслева,162000км"
BMW 7 серии,$43000,3776690сом,https://im.mashina.kg/tachka/images//0/e/a/0ea9bd4454556b3a315f109eec7dfe8d_240x180.jpg,"2016г.,3л.,автоматседан,бензинрульслева,48000км"
BMW X5,$38000,3337540сом,https://im.mashina.kg/tachka/images//5/8/6/5869c733b3f6e7f9ac7a0045b70538a5_240x180.jpg,"2013г.,4.4л.,автоматвнедорожник5дв.,бензинрульслева,205000км"
Kia K5 II Седан,$12500,1097875сом,https://im.mashina.kg/tachka/images//e/8/1/e81b3b85a0917f70c63c0c9f064dd1c0_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,245000км"
BMW X5,$38000,3337540сом,https://im.mashina.kg/tachka/images//5/8/6/5869c733b3f6e7f9ac7a0045b70538a5_240x180.jpg,"2013г.,4.4л.,автоматвнедорожник5дв.,бензинрульслева,205000км"
Kia K5 II Седан,$12500,1097875сом,https://im.mashina.kg/tachka/images//e/8/1/e81b3b85a0917f70c63c0c9f064dd1c0_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,245000км"
Daewoo Matiz,$2500,219575сом,https://im.mashina.kg/tachka/images//a/c/0/ac01a47d4fb9cd7d7f9040adc32e69f8_240x180.jpg,"2006г.,0.8л.,механикахэтчбек5дв.,бензинрульслева,169000км"
Toyota 4Runner,$23000,2020090сом,https://im.mashina.kg/tachka/images//8/8/1/88112a9d7da2897488c84a2e356ee5eb_240x180.jpg,"2006г.,4.7л.,автоматвнедорожник5дв.,бензинрульслева,777777км"
ВАЗ (Lada) 2107,$2846,250000сом,https://im.mashina.kg/tachka/images//7/9/b/79b7a05000b79e70fb4f8bb64fbc0c1a_240x180.jpg,"2011г.,1.6л.,механикаседан,бензинрульслева,84409км"
BMW X5,$35800,3144314сом,https://im.mashina.kg/tachka/images//e/7/8/e7870146184bbd8d990b969599161ad3_240x180.jpg,"2015г.,3л.,автоматвнедорожник5дв.,бензинрульслева,99000км"
Toyota Wish,$7600,667508сом,https://im.mashina.kg/tachka/images//2/6/c/26c3e027515a0d17835f31e90ba23ffc_240x180.jpg,"2003г.,1.8л.,автоматкомпактвэн,бензинрульсправа,260000км"
Hyundai Santa Fe,$15500,1361365сом,https://im.mashina.kg/tachka/images//2/2/c/22c75a3310962323493397a500f4e85c_240x180.jpg,"2013г.,2л.,автоматвнедорожник5дв.,дизельрульслева,127545км"
Toyota Highlander,$39999,3513112сом,https://im.mashina.kg/tachka/images//d/a/b/dabf6e82f5bbee23bb67e9f925fad939_240x180.jpg,"2019г.,3.5л.,вариаторвнедорожник5дв.,гибридрульслева,36000км"
Lexus LX,$200000,17566000сом,https://im.mashina.kg/tachka/images//4/5/2/452139f9bec568bbdccf2dfd3d187673_240x180.jpg,"2022г.,3.4л.,автоматвнедорожник5дв.,бензинрульслева,13км"
Volkswagen ID.4,$30000,2634900сом,https://im.mashina.kg/tachka/images//a/b/4/ab447d029a21f13785fab996c73bbfb4_240x180.jpg,"2022г.,автоматвнедорожник5дв.,электрорульслева,45км"
Geely Monjaro,$28000,2459240сом,https://im.mashina.kg/tachka/images//4/9/7/4976a208a960b078b701fae5f3fbdd3d_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,10км"
Changan UNI-K,$36000,3161880сом,https://im.mashina.kg/tachka/images//9/3/b/93ba35e07c90930f477ea19e24df7e3f_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,44км"
Kia Sorento,$24800,2178184сом,https://im.mashina.kg/tachka/images//8/a/6/8a689e89e0917c2f0f980230204c7657_240x180.jpg,"2017г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,103000км"
Lexus GX,$54300,4769169сом,https://im.mashina.kg/tachka/images//7/7/0/770a10c6b0297f15875381be9eebca6e_240x180.jpg,"2016г.,4.6л.,автоматвнедорожник5дв.,бензинрульслева,120000км"
Geely Monjaro,$37700,3311191сом,https://im.mashina.kg/tachka/images//d/6/a/d6a59152ccd0075f240a59d8e39815af_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,8км"
Honda Stepwgn,$9700,851951сом,https://im.mashina.kg/tachka/images//a/3/4/a3464a7139477756bb44aa8f4d148dea_240x180.jpg,"2000г.,2л.,автоматминивэн,бензинрульсправа,234000км"
Kia K5 III Седан,$32000,2810560сом,https://im.mashina.kg/tachka/images//3/4/e/34ec345446312a74a7e44995d5e50e15_240x180.jpg,"2023г.,1.6л.,автоматседан,бензинрульслева,77км"
BMW X5,$82000,7202060сом,https://im.mashina.kg/tachka/images//8/d/9/8d9892911f33af1b04cfccb70b66c1b9_240x180.jpg,"2019г.,3л.,автоматвнедорожник5дв.,дизельрульслева,55000км"
LiXiang L7,$55700,4892131сом,https://im.mashina.kg/tachka/images//8/9/1/891e0f1198a052c1552da8c0d935db51_240x180.jpg,"2023г.,1.5л.,автоматвнедорожник5дв.,гибридрульслева,8км"
Land Rover Range Rover,$305000,26788150сом,https://im.mashina.kg/tachka/images//2/e/0/2e067df63855950f92d968292861eb9b_240x180.jpg,"2022г.,4.4л.,автоматвнедорожник5дв.,бензинрульслева,35км"
Lexus LX,$200000,17566000сом,https://im.mashina.kg/tachka/images//f/1/f/f1fb6ae1062b43892edfcfc2d77adb97_240x180.jpg,"2022г.,3.4л.,автоматвнедорожник5дв.,бензинрульслева,17км"
Daewoo Matiz,$2619,230000сом,https://im.mashina.kg/tachka/images//5/3/6/53649348e6bf777f45c53dc61362c10a_240x180.jpg,"2011г.,0.8л.,механикахэтчбек5дв.,бензинрульслева,123162км"
BMW 5 серии,$16000,1405280сом,https://im.mashina.kg/tachka/images//c/e/7/ce7414a81d263437a2c3794ae56b6a67_240x180.jpg,"2013г.,2л.,автоматседан,бензинрульслева,233828км"
BMW 4 серии,$29000,2547070сом,https://im.mashina.kg/tachka/images//3/1/1/3117bc8bfbbd76000ba6ede1cfb44c98_240x180.jpg,"2019г.,2л.,автоматлифтбек,бензинрульслева,89000км"
Mercedes-Benz E-класс,$15500,1361365сом,https://im.mashina.kg/tachka/images//0/9/a/09ab1dc9854a1343db05a25d766e69f2_240x180.jpg,"2001г.,3.2л.,автоматседан,бензинрульслева,250000км"
Daewoo Nexia,$3188,280000сом,https://im.mashina.kg/tachka/images//d/7/b/d7b39daf2f231291482d9cfc93cad110_240x180.jpg,"2009г.,1.5л.,механикаседан,бензинрульслева,240000км"
Kia K5 I Седан,$11500,1010045сом,https://im.mashina.kg/tachka/images//a/4/2/a4234afb57e9d6b5bde79bb29f7180bc_240x180.jpg,"2011г.,2л.,автоматседан,бензинрульслева,19999км"
Toyota Corolla,$3757,330000сом,https://im.mashina.kg/tachka/images//c/e/4/ce4485f97d3efd40b87cea4e8e933ff3_240x180.jpg,"2001г.,2.2л.,автоматседан,дизельрульсправа,330000км"
Toyota Windom,$5900,518197сом,https://im.mashina.kg/tachka/images//1/d/9/1d9c863cbc54851970026dd2c8f75cc6_240x180.jpg,"1999г.,2.5л.,автоматседан,бензинрульсправа"
Daewoo Matiz,$3188,280000сом,https://im.mashina.kg/tachka/images//5/5/f/55f7c66f5e1023a2029472608e3554b9_240x180.jpg,"2007г.,0.8л.,автоматхэтчбек5дв.,бензинрульслева"
Lexus LX,$115000,10100450сом,https://im.mashina.kg/tachka/images//5/f/2/5f2912eb27b2d8c619e815bb494db125_240x180.jpg,"2018г.,5.7л.,автоматвнедорожник5дв.,бензинрульслева,94000км"
ВАЗ (Lada) 2107,$1822,160000сом,https://im.mashina.kg/tachka/images//8/6/a/86acb7feed0f59924e4a18a22b9eefc1_240x180.jpg,"2005г.,1.5л.,механикаседан,бензинрульслева"
Toyota Camry,$27500,2415325сом,https://im.mashina.kg/tachka/images//8/f/5/8f5989d0ecb725c4342f979ebc71a6aa_240x180.jpg,"2018г.,2.5л.,автоматседан,бензинрульслева,110000км"
Toyota Prius,$13500,1185705сом,https://im.mashina.kg/tachka/images//e/f/2/ef2b4fd53919a8c931c28cf08b4ea976_240x180.jpg,"2012г.,1.8л.,автоматхэтчбек5дв.,гибридрульслева,16666км"
Honda Jazz,$6800,597244сом,https://im.mashina.kg/tachka/images//7/b/9/7b91ea5270a73419b8bcd6cd127379fb_240x180.jpg,"2003г.,1.3л.,вариаторхэтчбек5дв.,бензинрульслева,250000км"
Mercedes-Benz C-Класс,$6700,588461сом,https://im.mashina.kg/tachka/images//5/a/7/5a777b9dadc56b187a08b17d2a498572_240x180.jpg,"2001г.,3.2л.,автоматседан,бензинрульслева,38000км"
Volkswagen Polo,$7500,658725сом,https://im.mashina.kg/tachka/images//a/f/b/afbb853016d824ab65a443322e62b465_240x180.jpg,"2013г.,1.6л.,механикаседан,бензинрульслева,180000км"
Hyundai Sonata,$12700,1115441сом,https://im.mashina.kg/tachka/images//2/a/2/2a2153bd53ca6d927c36433d085fe5c6_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,71000км"
Hyundai Sonata,$13600,1194488сом,https://im.mashina.kg/tachka/images//4/1/6/416758203fb3367954f650399c639c4d_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,150000км"
Toyota Avalon,$22850,2006916сом,https://im.mashina.kg/tachka/images//1/c/f/1cf6943c4cd66db2c71e0829640d3099_240x180.jpg,"2016г.,2.5л.,вариаторседан,гибридрульслева,115000км"
Volkswagen Passat,$3188,280000сом,https://im.mashina.kg/tachka/images//7/f/6/7f653e1eb159e48f268a91972c510220_240x180.jpg,"1993г.,2л.,механикауниверсал,бензинрульслева,27168км"
Chevrolet Malibu,$16500,1449195сом,https://im.mashina.kg/tachka/images//9/3/a/93a9dca621af518edd85b2759bfeebb5_240x180.jpg,"2017г.,1.5л.,автоматседан,бензинрульслева,124000км"
Volkswagen ID.4,$32500,2854475сом,https://im.mashina.kg/tachka/images//1/3/9/139be071422dd1080126d4e806db6360_240x180.jpg,"2022г.,автоматвнедорожник5дв.,электрорульслева,9974км"
Opel Vectra,$1366,120000сом,https://im.mashina.kg/tachka/images//c/9/3/c93e07c977938fa1ae4a6b369e34284e_240x180.jpg,"1991г.,1.8л.,механикаседан,бензинрульслева,272595км"
Daewoo Matiz,$3188,280000сом,https://im.mashina.kg/tachka/images//1/7/e/17ee07d96658922d4c5e86c048eb89d4_240x180.jpg,"2003г.,0.8л.,механикахэтчбек5дв.,бензинрульслева,124000км"
Mercedes-Benz E-класс,$8500,746555сом,https://im.mashina.kg/tachka/images//7/7/9/779d54ed1b380450ee9421774f6abff7_240x180.jpg,"2003г.,3.2л.,автоматседан,бензинрульслева,230000км"
Kia Sorento,$26000,2283580сом,https://im.mashina.kg/tachka/images//4/2/8/4289d3d3b8572e8b297c3d2abea46e8c_240x180.jpg,"2017г.,2л.,автоматвнедорожник5дв.,дизельрульслева,75000км"
Lexus ES,$49000,4303670сом,https://im.mashina.kg/tachka/images//e/c/d/ecd85ce0dfe908114f276682e72f93f2_240x180.jpg,"2019г.,2.5л.,вариаторседан,гибридрульслева,80000км"
Honda CR-V,$9800,860734сом,https://im.mashina.kg/tachka/images//a/0/b/a0b368785a1d566fd7a72e64603cbeba_240x180.jpg,"2004г.,2.4л.,автоматвнедорожник5дв.,бензинрульслева,180000км"
Toyota Camry,$24000,2107920сом,https://im.mashina.kg/tachka/images//3/e/9/3e9f8832e6686990d5b4b15da2bcf7de_240x180.jpg,"2019г.,2.5л.,вариаторседан,гибридрульслева,90000км"
Toyota Corolla,$7287,640000сом,https://im.mashina.kg/tachka/images//9/3/d/93da10e04de21154747359a7a2b3e0f8_240x180.jpg,"2005г.,1.6л.,автоматседан,бензинрульслева,235600км"
Hyundai Sonata,$13700,1203271сом,https://im.mashina.kg/tachka/images//5/4/8/548d42f91a2d780d1c3ef9d10c1ab358_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,160000км"
Daewoo Tico,$1992,175000сом,https://im.mashina.kg/tachka/images//6/3/1/631f2d154113f6efc3bf707f7f8d2601_240x180.jpg,"1996г.,0.8л.,механикахэтчбек5дв.,бензинрульслева,280000км"
Mercedes-Benz W124,$2391,210000сом,https://im.mashina.kg/tachka/images//0/2/0/0206ed74228dcc58d909fa5ee7da5be8_240x180.jpg,"1987г.,2.3л.,механикаседан,бензинрульслева,320000км"
Mercedes-Benz W124,$2960,260000сом,https://im.mashina.kg/tachka/images//4/7/c/47c843e25e3db40ec71384c303f8735c_240x180.jpg,"1991г.,2.3л.,механикаседан,бензинрульслева,280000км"
Mercedes-Benz C-Класс,$3245,285000сом,https://im.mashina.kg/tachka/images//7/5/e/75e2fa81f5039dd57185cd5d8aa02fdb_240x180.jpg,"1994г.,1.8л.,механикаседан,бензинрульслева,275600км"
Lexus ES,$30700,2696381сом,https://im.mashina.kg/tachka/images//4/5/c/45c709920282ac576fa8b34bdc649c2b_240x180.jpg,"2017г.,2.5л.,вариаторседан,гибридрульслева,98000км"
Chevrolet Aveo,$3416,300000сом,https://im.mashina.kg/tachka/images//9/c/8/9c894c1fc7fbbca889f1b274cb0af9dc_240x180.jpg,"2006г.,1.4л.,механикаседан,бензинрульслева,25588км"
Opel Astra,$4500,395235сом,https://im.mashina.kg/tachka/images//c/1/e/c1e71d10af0bfc19d955a63a01c9b946_240x180.jpg,"2005г.,1.6л.,механикауниверсал,бензинрульслева,400000км"
Mercedes-Benz C-Класс,$2505,220000сом,https://im.mashina.kg/tachka/images//7/b/8/7b8cac5bcb22c36bd0d9c9571ce075a7_240x180.jpg,"1993г.,1.8л.,механикаседан,бензинрульслева,219852км"
Subaru Outback,$15800,1387714сом,https://im.mashina.kg/tachka/images//b/e/d/bedea5b1e6dbcf2507de23fae4b2b022_240x180.jpg,"2015г.,2.5л.,вариаторуниверсал,бензинрульслева,235000км"
ВАЗ (Lada) 2106,$968,000сом,https://im.mashina.kg/tachka/images//9/2/a/92a6fed800be0b838604124f028fcd39_240x180.jpg,"1988г.,1.3л.,механикаседан,бензинрульслева,150000км"
Tesla Model Y,$44000,3864520сом,https://im.mashina.kg/tachka/images//b/5/e/b5e336b8a99dbe96c8d3560c2b336daa_240x180.jpg,"2022г.,автоматвнедорожник5дв.,электрорульслева,174км"
Hyundai Sonata,$16500,1449195сом,https://im.mashina.kg/tachka/images//c/3/5/c356eacce198167425c989493b10b568_240x180.jpg,"2018г.,1.7л.,роботседан,дизельрульслева,149000км"
Lincoln Navigator,$15000,1317450сом,https://im.mashina.kg/tachka/images//8/c/0/8c02d2a03bd884ab6560d25eeda2461c_240x180.jpg,"2003г.,5.4л.,автоматвнедорожник5дв.,бензинрульслева,100000км"
Jeep Grand Cherokee,$8500,746555сом,https://im.mashina.kg/tachka/images//4/8/e/48e8f4286b2b58c3c838d2b351d5e4f3_240x180.jpg,"2004г.,2.7л.,автоматвнедорожник5дв.,дизельрульслева,350000км"
Toyota Ipsum,$9000,790470сом,https://im.mashina.kg/tachka/images//5/d/4/5d4cc98f7e5807500bf7010d37158d09_240x180.jpg,"2002г.,2.4л.,автоматкомпактвэн,бензинрульсправа,200000км"
Lexus ES,$32000,2810560сом,https://im.mashina.kg/tachka/images//a/b/0/ab05ff4c04ddaeaf9b343e972da59317_240x180.jpg,"2016г.,2.5л.,вариаторседан,гибридрульслева,122000км"
Lexus RX,$49900,4382717сом,https://im.mashina.kg/tachka/images//b/8/f/b8fabee436e9d0840bbccd8b8fa97e92_240x180.jpg,"2017г.,3.5л.,вариаторвнедорожник5дв.,гибридрульслева,76300км"
Volkswagen Golf,$2505,220000сом,https://im.mashina.kg/tachka/images//b/9/d/b9d3b212aa1239b7548284629939d3bd_240x180.jpg,"1995г.,1.6л.,механикахэтчбек5дв.,бензинрульслева,217000км"
Volkswagen ID.6,$38000,3337540сом,https://im.mashina.kg/tachka/images//b/d/b/bdbe5bbd0dbd89f1030533344ea1f819_240x180.jpg,"2022г.,автоматвнедорожник5дв.,электрорульслева,100км"
Daewoo Nexia,$4000,351320сом,https://im.mashina.kg/tachka/images//5/4/3/543520b26d02feb8e34e6817d2f5537b_240x180.jpg,"2012г.,1.6л.,механикаседан,бензинрульслева,159000км"
Geely Geometry A,$19000,1668770сом,https://im.mashina.kg/tachka/images//3/c/9/3c95dd2fd47704b031eb4cf2a8b0bf49_240x180.jpg,"2022г.,автоматседан,электрорульслева,150км"
Changan UNI-K,$35800,3144314сом,https://im.mashina.kg/tachka/images//d/9/3/d93f06975304008ff59c84596d2af8e1_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,37км"
Nissan Primera,$2789,245000сом,https://im.mashina.kg/tachka/images//8/6/7/867bc9e574277d8a68cba252b8dfaa46_240x180.jpg,"2000г.,1.8л.,механикауниверсал,бензинрульслева,100000км"
Geely Monjaro,$38300,3363889сом,https://im.mashina.kg/tachka/images//9/f/e/9fe00aa54dd0893144e57c526cdeaed5_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,39км"
Toyota Camry,$24500,2151835сом,https://im.mashina.kg/tachka/images//7/e/7/7e78550f172598da93440f3f5b04a4f1_240x180.jpg,"2014г.,3.5л.,автоматседан,бензинрульслева,188000км"
Geely Monjaro,$37800,3319974сом,https://im.mashina.kg/tachka/images//6/0/9/60945049d97ab0ea6d167cc2f5dde449_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,37км"
Lexus RX,$53500,4698905сом,https://im.mashina.kg/tachka/images//b/1/5/b1549baca3e6db91053f7ac764257540_240x180.jpg,"2018г.,3.5л.,вариаторвнедорожник5дв.,гибридрульслева,100000км"
Lexus RX,$53500,4698905сом,https://im.mashina.kg/tachka/images//b/1/5/b1549baca3e6db91053f7ac764257540_240x180.jpg,"2018г.,3.5л.,вариаторвнедорожник5дв.,гибридрульслева,100000км"
BMW X7,$117000,10276110сом,https://im.mashina.kg/tachka/images//1/8/9/189b4edc8733736ad12ced0fb2a20053_240x180.jpg,"2021г.,3л.,автоматвнедорожник5дв.,бензинрульслева,51000км"
Hyundai Sonata,$14500,1273535сом,https://im.mashina.kg/tachka/images//2/c/9/2c924ee282dbbf0325fb809405186d9c_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,200000км"
Honda Stepwgn,$10200,895866сом,https://im.mashina.kg/tachka/images//5/9/3/593b7d449bcd0294c042e2a09634281a_240x180.jpg,"2001г.,2л.,автоматминивэн,бензинрульсправа,148000км"
Mercedes-Benz S-класс,$20000,1756600сом,https://im.mashina.kg/tachka/images//e/b/a/ebabe074fbf7c910855426b546500f11_240x180.jpg,"1996г.,6л.,автоматседан,бензинрульслева,270000км"
Honda Fit,$16300,1431629сом,https://im.mashina.kg/tachka/images//e/9/f/e9fc8a34c8f775acf18b0751e1d4a4b5_240x180.jpg,"2022г.,1.3л.,вариаторхэтчбек5дв.,бензинрульслева,18000км"
